DITA File,XSLT,Status,Time (ms),Error,Output File
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/strapistrapi.dita,unescape-tags.xsl,success,2,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/strapistrapi.dita
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/strapistrapi.dita,fix_p_warning_to_note.xsl,success,1,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/strapistrapi.dita
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/strapistrapi.dita,fix_consecutive_p_to_list.xsl,success,1,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/strapistrapi.dita
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/strapistrapi.dita,table.xsl,success,1,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/strapistrapi.dita
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/strapistrapi.dita,codeblock.xsl,success,1,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/strapistrapi.dita
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/strapistrapi.dita,concept.xsl,success,1,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/strapistrapi.dita
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/vite.dita,unescape-tags.xsl,success,1,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/vite.dita
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/vite.dita,fix_p_warning_to_note.xsl,success,1,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/vite.dita
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/vite.dita,fix_consecutive_p_to_list.xsl,success,1,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/vite.dita
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/vite.dita,table.xsl,success,1,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/vite.dita
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/vite.dita,codeblock.xsl,success,0,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/vite.dita
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/vite.dita,concept.xsl,success,0,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/vite.dita
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report.ditamap,unescape-tags.xsl,success,1,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report.ditamap
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report.ditamap,fix_p_warning_to_note.xsl,success,1,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report.ditamap
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report.ditamap,fix_consecutive_p_to_list.xsl,success,1,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report.ditamap
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report.ditamap,table.xsl,success,1,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report.ditamap
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report.ditamap,codeblock.xsl,success,0,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report.ditamap
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report.ditamap,map.xsl,success,1,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report.ditamap
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npmnetworksurfacereport.ditamap,unescape-tags.xsl,success,1,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npmnetworksurfacereport.ditamap
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npmnetworksurfacereport.ditamap,fix_p_warning_to_note.xsl,success,0,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npmnetworksurfacereport.ditamap
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npmnetworksurfacereport.ditamap,fix_consecutive_p_to_list.xsl,success,1,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npmnetworksurfacereport.ditamap
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npmnetworksurfacereport.ditamap,table.xsl,success,0,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npmnetworksurfacereport.ditamap
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npmnetworksurfacereport.ditamap,codeblock.xsl,success,0,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npmnetworksurfacereport.ditamap
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npmnetworksurfacereport.ditamap,map.xsl,success,1,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npmnetworksurfacereport.ditamap
